Country_of_Operator,Operator_Owner,Purpose,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Anticipated_Lifetime,Contractor,Country_of_Contractor,Launch_Site,Launch_Vehicle,longitude_radians_of_geo,Inclination_radians,military,geo_orbit
Multinational,"NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Space Physics,,461.0,87304.0,0.8640700000000000,1868.98,126.0,77.0,40.0,2.0,Swales Aerospace,USA,Cape Canaveral,Delta 2,,0.27401669300000000,FALSE,FALSE
Multinational,"NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Space Physics,,467.0,87260.0,0.8639,1867.91,126.0,77.0,40.0,2.0,Swales Aerospace,USA,Cape Canaveral,Delta 2,,0.27401669300000000,FALSE,FALSE
Multinational,"NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Space Physics,,474.0,87526.0,0.86413,1875.53,126.0,77.0,40.0,2.0,Swales Aerospace,USA,Cape Canaveral,Delta 2,,0.27401669300000000,FALSE,FALSE
Thailand,Geo-Informatics and Space Technology Development Agency (GISTDA),Earth Observation,Sun-Synchronous,824.0,826.0,0.00014,101.4,750.0,670.0,840.0,5.0,EADS Astrium,France,Dombarovsky Launch Facility,Dnepr,,1.7226399720000000,FALSE,FALSE
Norway,Telenor Satellite Broadcasting,Communications,,35777.0,35795.0,0.00021,1436.07,1400.0,646.0,1400.0,12.0,Boeing Satellite Systems,USA,Cape Canaveral,Delta 2,-0.06981317,0.00122173,FALSE,TRUE
Norway,Telenor Satellite Broadcasting,Communications,,35773.0,35798.0,0.0003,1436.1,2024.0,,,15.0,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Proton M,-0.012566371000000000,0.000174533,FALSE,TRUE
Norway,Telenor Satellite Broadcasting,Communications,,35779.0,35794.0,0.00018,1436.1,3050.0,,5900.0,15.0,Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5,-0.017453293,0.000349066,FALSE,TRUE
United Arab Emirates,Thuraya Satellite Communications,Communications,,35764.0,35807.0,0.0005100000000000000,1436.07,5250.0,3200.0,11000.0,12.0,Hughes Space and Communications Group,USA,Sea Launch (Odyssey),Zenit 3SL,0.7702137990000000,0.052185345,FALSE,TRUE
United Arab Emirates,Thuraya Satellite Communications,Communications,,35766.0,35807.0,0.00049,1436.1,5180.0,,,12.0,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3SL,1.720894642,0.10192722800000000,FALSE,TRUE
China (PR),NanjingUniversityofAeronauticsandAstronautics,Technology Development,,464.0,475.0,0.0008,94.0,35.0,,,,NanjingUniversityofAeronauticsandAstronautics,China (PR),Taiyuan Launch Center,Long March 4B,,1.699950691,FALSE,FALSE
China (PR),Beijing Aerospace Flight Control Center,Technology Development,,360.0,361.0,7E-05,91.8,8506.0,,,2.0,,China (PR),Jiuquan Satellite Launch Center,Long March 2F,,0.74700092,FALSE,FALSE
China (PR),China Aerospace Science and Technology Corporation (CASTC),Earth Observation,,488.0,504.0,0.00117,94.5,2500.0,,,,DFHSatelliteCo.Ltd.,China (PR),Jiuquan Satellite Launch Center,Long March 2D,,1.699950691,FALSE,FALSE
China (PR),China Aerospace Science and Technology Corporation (CASTC),Earth Observation,,485.0,505.0,0.00146,94.5,2500.0,,,,DFH Satellite Co. Ltd.,China (PR),Jiuquan Satellite Launch Center,Long March 2D,,1.699950691,FALSE,FALSE
China (PR),Chinese Academy of Space Technology (CAST),Communications,,35769.0,35813.0,0.0005200000000000000,1436.08,3750.0,,,,Chinese Academy of Space Technology (CAST),China (PR),Xichang Satellite Launch Center,Long March 3C,1.3452997870000000,0.001047198,FALSE,TRUE
China (PR),Chinese Academy of Space Technology (CAST),Communications,,37778.0,37794.0,0.00018,1436.1,2250.0,,,,Chinese Academy of Space Technology (CAST),China (PR),Xichang Satellite Launch Center,Long March 3C,3.084345854,0.017453293,FALSE,TRUE
China (PR),Chinese Academy of Space Technology (CAST),Communications,,35768.0,35802.0,0.0004,1436.0,2200.0,,,,Chinese Academy of Space Technology (CAST),China (PR),Xichang Satellite Launch Center,Long March 3C,0.294262512,0.035604717,FALSE,TRUE
China (PR),National University of Defense Technology,Technology Development,Sun-Synchronous,456.0,459.0,0.00022,93.7,9.3,,,,National University of Defense Technology,China (PR),Taiyuan Launch Center,Long March 4B,,1.698205362,FALSE,FALSE
USA,"NASA/Applied Physics Laboratory, Johns Hopkins",Astrophysics,Intermediate,612.0,613.0,7E-05,97.0,587.0,,406.0,2.0,"Applied Physics Laboratory, Johns Hopkins",USA,Vandenberg AFB,Delta 2,,1.293288976,FALSE,FALSE
Switzerland,Scuola Universitaria Professionale della Svizzera Italiana - Dipartimento Tecnologie Innovative,Technology Development,Sun-Synchronous,611.0,631.0,0.00143,97.1,1.0,,,,Scuola Universitaria Professionale della Svizzera Italiana - Dipartimento Tecnologie Innovative,Switzerland,Sriharikota Launch Station,PSLV,,1.7104226670000000,FALSE,FALSE
Bolivia,Bolivia Aerospace Bureau,Communications,,35773.0,35799.0,0.00031,1436.07,5000.0,,,,Chinese Academy of Space Technology (CAST),China (PR),Xichang Satellite Launch Center,Long March 3B,-1.521927108,0.004712389,FALSE,TRUE
United Kingdom,Ministry of Defence/British National Space Centre,Earth Observation/Technology Development,Sun-Synchronous,681.0,704.0,0.0016300000000000000,98.6,120.0,,,,QinetiQ/Surrey Satellite Technology Ltd.,United Kingdom,Plesetsk Cosmodrome,Kosmos 3M,,1.7086773380000000,FALSE,FALSE
Netherlands,ISIS - Innovative Solutions In Space B.V.,Technology Development,Sun-Synchronous,594.0,764.0,0.01206,98.1,2.5,,2.0,,ISIS - Innovative Solutions In Space B.V.,Netherlands,Dombarovsky Launch Facility,Dnepr,,1.705186679,FALSE,FALSE
Japan/USA,National Space Development Agency(NASA)/Japan Aerospace Exploration Agency (JAXA),Earth Observation,Intermediate,400.0,400.0,0.0,92.6,3820.0,,850.0,3.0,NASA/Goddard Space Flight Center,USA,Tanegashima Space Center,H2,,0.6108652380000000,FALSE,FALSE
USA,National Reconnaissance Office (NRO)/USAF,Electronic Surveillance,Molniya,1210.0,38740.0,0.71228,709.61,8000.0,,,,Boeing Satellite Systems,USA,Cape Canaveral,Titan IVA,,1.129228026,TRUE,FALSE
Russia,Ministry of Defense,Electronic Surveillance,Intermediate,844.0,858.0,0.0009700000000000000,102.0,3200.0,,,,KB Yuznoye,Ukraine,Baikonur Cosmodrome,Zenit 2M,,1.239183769,TRUE,FALSE
Austria,Technical University of Graz,Technology Development,Sun-Synchronous,770.0,784.0,0.00098,100.3,14.0,7.0,5.4,,University of Toronto Institute for Aerospace Studies (UTIAS),Canada,Satish Dhawan Space Center,PSLV,,1.720894642,FALSE,FALSE
Turkey,Turksat,Communications,,35778.0,35793.0,0.00018,1436.06,3100.0,1272.0,8100.0,,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA,0.733736418,0.000174533,FALSE,TRUE
USA,US Navy,Communications,,35738.0,35834.0,0.00114,1436.1,3200.0,1540.0,3800.0,4.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,1.2683307670000000,0.034382986000000000,TRUE,TRUE
USA,US Navy,Communications,,35786.0,35787.0,1E-05,1436.1,3200.0,1545.0,2800.0,4.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 3,1.2468632180000000,0.037699112,TRUE,TRUE
USA,US Navy,Communications,,35766.0,35807.0,0.00049,1436.12,3200.0,1545.0,2800.0,,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,0.502480292,0.144338729,TRUE,TRUE
USA,US Navy,Communications,,35763.0,35775.0,0.00014,1435.22,3200.0,1545.0,2800.0,4.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,-3.091327171,0.058293997,TRUE,TRUE
USA,US Navy,Communications,,35744.0,35829.0,0.00101,1436.12,3200.0,1545.0,2800.0,4.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,-1.841322361,0.071733032,TRUE,TRUE
USA,US Navy,Communications,,35738.0,35835.0,0.00115,1436.11,3200.0,1545.0,2800.0,4.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,-0.38240163900000000,0.06614797900000000,TRUE,TRUE
USA,US Navy,Communications,,35772.0,35794.0,0.00026000000000000000,1435.94,3206.0,1545.0,3800.0,4.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,3.006853235,0.09145525300000000,TRUE,TRUE
United Kingdom,UK/DMC International Imaging (DMCII),Earth Observation,Sun-Synchronous,660.0,662.0,0.00014,98.0,96.5,,,5.0,Surrey Satellite Technology Ltd. (SSTL),United Kingdom,Baikonur Cosmodrome,Dnepr,,1.7104226670000000,FALSE,FALSE
Italy,La Sapienza University of Rome,Scientific Research,Sun-Synchronous,696.0,795.0,0.006960000000000000,99.7,12.0,12.0,,,La Sapienza University of Rome,Italy,Baikonur Cosmodrome,Dnepr 1,,1.712167996,FALSE,FALSE
Italy,La Sapienza University of Rome,Scientific Research,Sun-Synchronous,504.0,640.0,0.0098,97.0,12.0,,,,La Sapienza University of Rome,Italy,Dombarovsky Launch Facility,Dnepr,,1.7069320080000000,FALSE,FALSE
Russia,Ministry of Defense,Early Warning,,35696.0,35904.0,0.00247,1436.39,2400.0,1250.0,2600.0,,NPO Lovochkin,Russia,Baikonur Cosmodrome,Proton K,2.897246558,0.039444441000000000,TRUE,TRUE
Russia,Ministry of Defense,Early Warning,Molniya,542.0,39807.0,0.73961,717.66,2400.0,1250.0,,,NPO Lovochkin,Russia,Plesetsk Cosmodrome,Molniya M,,1.09606677,TRUE,FALSE
Russia,Ministry of Defense,Early Warning,Molniya,667.0,39697.0,0.73497,717.9,2400.0,1250.0,,,NPO Lovochkin,Russia,Plesetsk Cosmodrome,Molniya M,,1.09606677,TRUE,FALSE
Russia,Ministry of Defense,Early Warning,Molniya,563.0,39128.0,0.73554,704.3,2400.0,1250.0,,,NPO Lovochkin,Russia,Plesetsk Cosmodrome,Molniya M,,1.095892237,TRUE,FALSE
Germany,University of Wrzburg,Communications,,593.0,700.0,0.00762,97.6,1.0,,,,University of Wrzburg,Germany,Dombarovsky Launch Facility,Dnepr,,1.7069320080000000,FALSE,FALSE
USA,NASA/Johns Hopkins University Applied Physics Laboratory,Earth Science,,591.0,30534.0,0.68262,539.06,647.6,,,,Johns Hopkins University Applied Physics Laboratory,USA,Cape Canaveral,Atlas 5,,0.175056524,FALSE,FALSE
USA,NASA/Johns Hopkins University Applied Physics Laboratory,Earth Science,,595.0,30657.0,0.68335,541.4,666.0,,,,Johns Hopkins University Applied Physics Laboratory,USA,Cape Canaveral,Atlas 5,,0.175231057,FALSE,FALSE
Singapore,Nanyang Technological University,Technology Development,,594.0,699.0,0.00748,97.6,1.0,,,,Nanyang Technological University,Singapore,Dombarovsky Launch Facility,Dnepr,,1.7069320080000000,FALSE,FALSE
Venezuela,Ministry of Science and Technology,Communications,,35777.0,35796.0,0.00023000000000000000,1436.1,5100.0,,,15.0,Great Wall Industry Corp.,China (PR),Xichang Satellite Launch Center,Chang Zheng 3B,-1.134464014,0.003665191,FALSE,TRUE
USA,Vermont Technical College/University of Vermont,Technology Development,Sun-Synchronous,494.0,504.0,0.00073,94.6,1.0,,,,Vermont Technical College/University of Vermont,USA,Wallops Island Flight Facility,Minotaur,,0.706858347,FALSE,FALSE
USA,ORBCOMM Inc.,Communications/Maritime Tracking,Sun-Synchronous,847.0,867.0,0.0013800000000000000,102.1,28.7,,,,LuxSpace Sarl,Luxembourg,Sriharikota Launch Station,PSLV,,0.34906585,FALSE,FALSE
USA,ORBCOMM Inc.,Communications/Maritime Tracking,Sun-Synchronous,479.0,490.0,0.0008,94.3,29.0,,,,LuxSpace Sarl,Luxembourg,Taiyuan Launch Center,Long March 4B,,1.7016960210000000,FALSE,FALSE
USA,"ViaSat, Inc.",Communications,,35775.0,35796.0,0.00025,1436.09,6740.0,,,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,-2.00712864,0.000698132,FALSE,TRUE
Vietnam,Vietnamese Posts and Telecommunications Group (VNPT),Communications,,35782.0,35791.0,0.00011,1436.1,2600.0,,,15.0,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2.303311014,0.000349066,FALSE,TRUE
Vietnam,Vietnamese Posts and Telecommunications Group (VNPT),Communications,,35742.0,35776.0,0.0004,1434.69,2970.0,,,15.0,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2.300343954,0.0013962630000000000,FALSE,TRUE
Vietnam,Space Technology Institute-Vietnam Academy of Science and Technology (STI-VAST),Earth Observation,,682.0,685.0,0.00021,98.43,115.0,,,5.0,EADS Astrium,France,Guiana Space Center,Vega,,1.712691595,FALSE,FALSE
Venezuela,Bolivarian Agency for Space Activities,Remote Sensing,,622.0,654.0,0.00228,97.48,880.0,,,5.0,China Academy of Space Technology (CAST),China (PR),Jiuquan Satellite Launch Center,Long March 2D,,1.7109462660000000,FALSE,FALSE
USA,Military Satellite Communications - US Air Force,Communications,,35783.0,35790.0,8E-05,1436.1,5900.0,3450.0,13000.0,,Boeing Integrated Defense Systems,USA,Cape Canaveral,Atlas 5,,0.0,TRUE,TRUE
USA,Military Satellite Communications - US Air Force,Communications,,35786.0,35787.0,1E-05,1436.12,5987.0,3450.0,13000.0,,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,1.047197551,0.000523599,TRUE,TRUE
USA,Military Satellite Communications - US Air Force,Communications,,35785.0,35786.0,1E-05,1436.1,5990.0,3450.0,13000.0,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,-0.20943951,0.0,TRUE,TRUE
USA,Military Satellite Communications - US Air Force,Communications,,35785.0,35786.0,1E-05,1436.1,5990.0,3450.0,13000.0,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,-2.1729349190000000,0.000174533,TRUE,TRUE
USA,Military Satellite Communications - US Air Force,Communications,,35785.0,35786.0,1E-05,1436.1,5990.0,3450.0,13000.0,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,-0.916297857,0.0,TRUE,TRUE
USA,Military Satellite Communications - US Air Force,Communications,,35785.0,35786.0,1E-05,1436.1,5990.0,3450.0,,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,,0.0,TRUE,TRUE
USA,WildBlue Communications,Communications,,35776.0,35796.0,0.00024000000000000000,1436.1,4735.0,1995.0,10000.0,12.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5,-1.938886266,0.000174533,FALSE,TRUE
Multinational,National Aeronautics and Space Administration (NASA),Astrophysics,Cislunar,186.0,470310.0,0.9728700000000000,19700.45,1200.0,895.0,472.0,,Martin Marietta Astrospace,USA,Cape Canaveral,Delta 2,,0.500909495,FALSE,FALSE
Japan,"Weathernews, Inc.",Earth Observation,Sun-Synchronous,594.0,849.0,0.01798,99.2,10.0,,,2.0,Axelspace,Japan,Dombarovsky Launch Facility,Dnepr,,1.7069320080000000,FALSE,FALSE
USA,DigitalGlobe Corporation,Earth Observation,Sun-Synchronous,491.0,494.0,0.00022,94.5,4500.0,,3200.0,7.25,Ball Aerospace,USA,Vandenberg AFB,Delta 2,,1.698205362,TRUE,FALSE
USA,DigitalGlobe Corporation,Earth Observation,Sun-Synchronous,765.0,767.0,0.00014,100.2,2800.0,,,,Ball Aerospace,USA,Vandenberg AFB,Delta 2,,1.7191493130000000,TRUE,FALSE
Germany,StaKoDo UG,Technology Development,Sun-Synchronous,593.0,640.0,0.00336,97.3,2.5,,,,StaKoDo UG,Germany,Dombarovsky Launch Facility,Dnepr,,1.7069320080000000,FALSE,FALSE
USA,US Air Force,Technology Development,,342.0,358.0,0.00119,91.54,4990.0,,,,Boeing,USA,Cape Canaveral,Atlas 5,,0.759218225,TRUE,FALSE
Spain,University of Vigo,Technology Development,,306.0,1261.0,0.06675,100.5,1.0,,,,University of Vigo,Spain,Guiana Space Center,Vega,,1.21300383,FALSE,FALSE
China (PR),DFH Satellite,Technology Development,,489.0,501.0,0.0008700000000000000,94.51,,,,,Chinese Academy of Space Technology (CAST),China (PR),Taiyuan Launch Center,Long March 2C,,1.6990780270000000,FALSE,FALSE
USA,XM Satellite Radio USA,Communications,,35782.0,35790.0,9E-05,1436.1,4703.0,,18000.0,15.0,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3SL,-1.484227996,0.000174533,FALSE,TRUE
USA,XM Satellite Radio USA,Communications,,35784.0,35787.0,4E-05,1436.09,5193.0,,18000.0,15.0,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3SL,-2.0064305080000000,0.000174533,FALSE,TRUE
USA,XM Satellite Radio USA,Communications,,35784.0,35789.0,6E-05,1436.13,4682.0,2500.0,18000.0,15.0,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3SL,-1.487544121,0.0013962630000000000,FALSE,TRUE
USA,XM Satellite Radio USA,Communications,,35785.0,35788.0,4E-05,1436.11,4667.0,2500.0,18000.0,15.0,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3SL,-1.4863223910000000,0.001570796,FALSE,TRUE
ESA,European Space Operations Centre (ESOC),Space Physics,Deep Highly Eccentric,7079.0,114027.0,0.79904,2872.15,3764.0,3233.0,,0.5,Dornier Systems (and 46 subcontractors),International,Guiana Space Center,Ariane 5,,0.6702064330000000,FALSE,FALSE
Singapore,Centre for Research in Satellite Technology (CREST),Earth Observation,Sun-Synchronous,801.0,823.0,0.0015300000000000000,101.1,91.0,,175.0,3.0,Centre for Research in Satellite Technology (CREST),Singapore,Sriharikota Launch Station,PSLV C16,,1.7226399720000000,FALSE,FALSE
Spain,Ministry of Defense/XTAR,Communications,,35778.0,35792.0,0.00017000000000000000,1436.06,3631.0,1412.0,,15.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,0.506669082,0.0017453290000000000,TRUE,TRUE
China (PR),DFH Satellite/AMSAT-China,Communications,Sun-Synchronous,1193.0,1205.0,0.00079,109.4,60.0,,,,DFH Satellite,China (PR),Taiyuan Launch Center,Long March 4C,,1.75056524,FALSE,FALSE
United Arab Emirates,Al Yah Satellite Communications Company (YAHSAT),Communications,,35743.0,35823.0,0.00095,1435.92,5953.0,,,15.0,Astrium/Thales Alenia Space,France,Guiana Space Center,Ariane 5,0.916297857,0.000698132,TRUE,TRUE
United Arab Emirates,Al Yah Satellite Communications Company (YAHSAT),Communications,,35780.0,35791.0,0.00013000000000000000,1436.07,6000.0,,,,Astrium/Thales Alenia Space,France,Baikonur Cosmodrome,Proton M,0.830776724,0.0,TRUE,TRUE
Russia,Gazprom Space Systems,Communications,,35773.0,35800.0,0.00032,1436.1,1360.0,,2000.0,12.0,Rocket-Space Corporation Energia/Alcatel,Russia/France,Baikonur Cosmodrome,Proton K,1.571668991,0.000523599,FALSE,TRUE
Russia,Gazprom Space Systems,Communications,,35774.0,35796.0,0.00026000000000000000,1436.06,1320.0,,2000.0,12.0,Rocket-Space Corporation Energia/Alcatel,Russia,Baikonur Cosmodrome,Proton K,0.8557349320000000,0.000698132,FALSE,TRUE
Russia,Gaxprom Space Systems,Communications,,35694.0,35866.0,0.0020400000000000000,1435.76,1640.0,,,,OAO Reseteneva,Russia,Baikonur Cosmodrome,Proton M,1.5707963270000000,0.002443461,FALSE,TRUE
Russia,Gazprom Space Systems,Communications,,35784.0,35789.0,6E-05,1436.11,4463.0,,,11.0,Thales,France,Baikonur Cosmodrome,Proton M,0.959931089,0.001047198,FALSE,TRUE
China (PR),People's Liberation Army (C41),Remote Sensing,Sun-Synchronous,625.0,628.0,0.00021,97.2,,,,,Shanghai Academy of Satellite Technology (SAST),China (PR),Taiyuan Launch Center,Long March 4C,,1.7069320080000000,TRUE,FALSE
China (PR),People's Liberation Army (C41),Remote Sensing,Sun-Synchronous,626.0,668.0,0.00299,97.7,,,,,Chinese Academy of Space Technology (CAST),China (PR),Jiuquan Satellite Launch Center,Long March 2D,,1.7086773380000000,TRUE,FALSE
China (PR),People's Liberation Army (C41),Remote Sensing,Sun-Synchronous,487.0,496.0,0.00066,94.4,,,,,Chinese Academy of Space Technology (CAST),China (PR),Taiyuan Launch Center,Long March 4B,,1.699950691,TRUE,FALSE
China (PR),People's Liberation Army (C41),Remote Sensing,Sun-Synchronous,506.0,507.0,7E-05,94.8,,,,,Chinese Academy of Space Technology (CAST),China (PR),Taiyuan Launch Center,Long March 2C,,1.699950691,TRUE,FALSE
China (PR),People's Liberation Army (C41),Remote Sensing,Sun-Synchronous,469.0,481.0,0.00088,94.1,,,,,Chinese Academy of Space Technology (CAST),China (PR),Taiyuan Launch Center,Long March 4B,,1.698205362,TRUE,FALSE
China (PR),People's Liberation Army (C41),Remote Sensing,Sun-Synchronous,1201.0,1207.0,0.0004,109.5,1040.0,,,,Chinese Academy of Space Technology (CAST),China (PR),Taiyuan Launch Center,Long March 4C,,1.74881991,TRUE,FALSE
China (PR),People's Liberation Army (C41),Remote Sensing,Sun-Synchronous,1080.0,1089.0,0.0006,106.93,,,,,Chinese Academy of Space Technology (CAST),China (PR),Jiuquan Satellite Launch Center,Long March 4C,,1.10618968,TRUE,FALSE
China (PR),People's Liberation Army (C41),Remote Sensing,Sun-Synchronous,1079.0,1090.0,0.00074,106.93,,,,,Chinese Academy of Space Technology (CAST),China (PR),Jiuquan Satellite Launch Center,Long March 4C,,1.10618968,TRUE,FALSE
China (PR),People's Liberation Army (C41),Remote Sensing,Sun-Synchronous,1032.0,1081.0,0.0033,106.33,,,,,Chinese Academy of Space Technology (CAST),China (PR),Jiuquan Satellite Launch Center,Long March 4C,,1.10618968,TRUE,FALSE
China (PR),People's Liberation Army (C41),Remote Sensing,Sun-Synchronous,1076.0,1111.0,0.00234,107.12,,,,,Chinese Academy of Space Technology (CAST),China (PR),Jiuquan Satellite Launch Center,Long March 4C,,1.106713279,TRUE,FALSE
China (PR),People's Liberation Army (C41),Remote Sensing,Sun-Synchronous,1080.0,1111.0,0.0020800000000000000,107.13,,,,,Chinese Academy of Space Technology (CAST),China (PR),Jiuquan Satellite Launch Center,Long March 4C,,1.106887812,TRUE,FALSE
China (PR),People's Liberation Army (C41),Remote Sensing,Sun-Synchronous,890.0,1112.0,0.015060000000000000,105.14,,,,,Chinese Academy of Space Technology (CAST),China (PR),Jiuquan Satellite Launch Center,Long March 4C,,1.107760476,TRUE,FALSE
